trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.2, 'e': 0.6329999999999997}",25,0,-57.40464027450256,"{0: 14, 1: 7, 2: 4, 3: 0, 4: 0}",0
368,False,"{'a': 0.2, 'e': 0.6319999999999997}",20,7,-19.522463295495122,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
369,False,"{'a': 0.2, 'e': 0.6309999999999997}",30,0,-106.18519932512086,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
370,False,"{'a': 0.2, 'e': 0.6299999999999997}",20,4,-79.52431558596278,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 2}",1
371,False,"{'a': 0.2, 'e': 0.6289999999999997}",20,1,-113.51632028002845,"{0: 11, 1: 4, 2: 1, 3: 1, 4: 2}",1
372,False,"{'a': 0.2, 'e': 0.6279999999999997}",20,0,-82.84912076651258,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
373,False,"{'a': 0.2, 'e': 0.6269999999999997}",30,0,-104.67224658696975,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
374,False,"{'a': 0.2, 'e': 0.6259999999999997}",20,0,-83.58889865953071,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
375,False,"{'a': 0.2, 'e': 0.6249999999999997}",20,5,-44.231473164458514,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
376,False,"{'a': 0.2, 'e': 0.6239999999999997}",25,13,-74.33959093046207,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 2}",1
377,False,"{'a': 0.2, 'e': 0.6229999999999997}",20,0,-87.15770626692,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
378,False,"{'a': 0.2, 'e': 0.6219999999999997}",30,24,11.629906875286233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.6209999999999997}",20,0,-41.65997444841042,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
380,False,"{'a': 0.2, 'e': 0.6199999999999997}",25,0,-56.868152166942934,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
381,False,"{'a': 0.2, 'e': 0.6189999999999997}",20,0,12.148785836797943,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
382,False,"{'a': 0.2, 'e': 0.6179999999999997}",20,0,-73.91551823504282,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
383,False,"{'a': 0.2, 'e': 0.6169999999999997}",25,0,-38.34217705313818,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
384,False,"{'a': 0.2, 'e': 0.6159999999999997}",25,4,-19.43202561510551,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.6149999999999997}",25,0,-49.66564842952801,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
386,False,"{'a': 0.2, 'e': 0.6139999999999997}",20,3,-61.88801214821258,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
387,False,"{'a': 0.2, 'e': 0.6129999999999997}",20,0,-72.46721875272938,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
388,False,"{'a': 0.2, 'e': 0.6119999999999997}",25,0,-150.9502498461964,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
389,False,"{'a': 0.2, 'e': 0.6109999999999997}",20,0,-13.874520679359136,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.6099999999999997}",20,0,-14.027676127976136,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
391,False,"{'a': 0.2, 'e': 0.6089999999999997}",25,0,7.122622953639071,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
392,False,"{'a': 0.2, 'e': 0.6079999999999997}",25,0,-105.11816720971183,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
393,False,"{'a': 0.2, 'e': 0.6069999999999997}",30,0,-125.66451726981359,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
394,False,"{'a': 0.2, 'e': 0.6059999999999997}",30,11,-22.912546638389923,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.6049999999999996}",20,12,-27.914512979810652,"{0: 6, 1: 0, 2: 0, 3: 2, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.6039999999999996}",20,8,21.280234754507728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.6029999999999996}",20,9,6.609107074587484,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.6019999999999996}",20,0,-142.0224960187432,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
399,False,"{'a': 0.2, 'e': 0.6009999999999996}",30,20,-4.198323294803602,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.5999999999999996}",20,0,-167.45427046607622,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
401,False,"{'a': 0.2, 'e': 0.5989999999999996}",20,16,5.758106997383393,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.5979999999999996}",25,0,-61.16279551356978,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
403,False,"{'a': 0.2, 'e': 0.5969999999999996}",30,0,-97.05056324157843,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
404,False,"{'a': 0.2, 'e': 0.5959999999999996}",20,0,-91.7000428433542,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
405,False,"{'a': 0.2, 'e': 0.5949999999999996}",25,0,-156.77719237911396,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
406,False,"{'a': 0.2, 'e': 0.5939999999999996}",25,0,-64.80017947341682,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
407,False,"{'a': 0.2, 'e': 0.5929999999999996}",30,0,-51.91750037094356,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
408,False,"{'a': 0.2, 'e': 0.5919999999999996}",20,0,-52.6532990452588,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
409,False,"{'a': 0.2, 'e': 0.5909999999999996}",20,0,-33.230195771723125,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
410,False,"{'a': 0.2, 'e': 0.5899999999999996}",30,0,-82.99364003114077,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
411,False,"{'a': 0.2, 'e': 0.5889999999999996}",20,12,-54.17150919042861,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 1}",1
412,False,"{'a': 0.2, 'e': 0.5879999999999996}",25,15,-1.0583927778880122,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.5869999999999996}",30,0,-85.09587864783069,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
414,False,"{'a': 0.2, 'e': 0.5859999999999996}",20,3,-36.56180998115558,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
415,False,"{'a': 0.2, 'e': 0.5849999999999996}",20,0,-38.316905361377984,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
416,False,"{'a': 0.2, 'e': 0.5839999999999996}",20,12,-9.130427474719644,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.5829999999999996}",25,13,-7.765325671905643,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.5819999999999996}",30,8,-33.89227209267351,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
419,False,"{'a': 0.2, 'e': 0.5809999999999996}",25,0,-28.96916169642067,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
420,False,"{'a': 0.2, 'e': 0.5799999999999996}",20,0,-62.209317871921854,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
421,False,"{'a': 0.2, 'e': 0.5789999999999996}",20,0,-22.230194194495873,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
422,False,"{'a': 0.2, 'e': 0.5779999999999996}",20,0,3.57383062535479,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
423,False,"{'a': 0.2, 'e': 0.5769999999999996}",20,10,-28.55673484820322,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.2, 'e': 0.5759999999999996}",25,0,-80.41160829475692,"{0: 19, 1: 4, 2: 0, 3: 0, 4: 2}",0
425,False,"{'a': 0.2, 'e': 0.5749999999999996}",35,8,-113.94800805471736,"{0: 17, 1: 2, 2: 5, 3: 2, 4: 1}",1
426,False,"{'a': 0.2, 'e': 0.5739999999999996}",20,6,-21.86265281569364,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
427,False,"{'a': 0.2, 'e': 0.5729999999999996}",20,3,-177.17696052756543,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 4}",1
428,False,"{'a': 0.2, 'e': 0.5719999999999996}",25,0,-4.866823371625019,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
429,False,"{'a': 0.2, 'e': 0.5709999999999996}",20,16,7.566300849220857,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.5699999999999996}",35,16,-41.18442599768088,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
431,False,"{'a': 0.2, 'e': 0.5689999999999996}",20,0,-85.8489011737306,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
432,False,"{'a': 0.2, 'e': 0.5679999999999996}",20,0,-31.687742557702567,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
433,False,"{'a': 0.2, 'e': 0.5669999999999996}",20,6,-1.0646190995673759,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.5659999999999996}",20,4,-10.294191901032459,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.5649999999999996}",30,19,12.560094282133505,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.5639999999999996}",20,6,-37.562771265460306,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
437,False,"{'a': 0.2, 'e': 0.5629999999999996}",20,13,5.045463272883313,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.5619999999999996}",20,8,-80.69900902458147,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
439,False,"{'a': 0.2, 'e': 0.5609999999999996}",30,21,6.58902776258444,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.5599999999999996}",20,0,-52.33044200784896,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
441,False,"{'a': 0.2, 'e': 0.5589999999999996}",25,6,-52.459504587264604,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
442,False,"{'a': 0.2, 'e': 0.5579999999999996}",25,0,-78.27701543784634,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
443,False,"{'a': 0.2, 'e': 0.5569999999999996}",30,21,-88.73956835574698,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 2}",1
444,False,"{'a': 0.2, 'e': 0.5559999999999996}",25,0,-102.65279305810178,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
445,False,"{'a': 0.2, 'e': 0.5549999999999996}",25,13,-22.607022038592604,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.5539999999999996}",20,0,-118.75832020164577,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
447,False,"{'a': 0.2, 'e': 0.5529999999999996}",30,0,-103.95679107886845,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
448,False,"{'a': 0.2, 'e': 0.5519999999999996}",25,6,1.867506829826993,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.5509999999999996}",20,8,-24.35329463646412,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.5499999999999996}",20,11,17.58971790554731,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.2, 'e': 0.5489999999999996}",30,1,-89.47565161238033,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 1}",1
452,False,"{'a': 0.2, 'e': 0.5479999999999996}",30,0,-107.8071467367257,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
453,False,"{'a': 0.2, 'e': 0.5469999999999996}",20,0,-78.53952855675566,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
454,False,"{'a': 0.2, 'e': 0.5459999999999996}",20,0,-120.90242267498526,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
455,False,"{'a': 0.2, 'e': 0.5449999999999996}",20,0,-45.566249743022084,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
456,False,"{'a': 0.2, 'e': 0.5439999999999996}",20,9,-3.459603308913344,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
457,False,"{'a': 0.2, 'e': 0.5429999999999996}",25,0,-55.05011229633407,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
458,False,"{'a': 0.2, 'e': 0.5419999999999996}",20,12,-6.752341767082769,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.5409999999999996}",25,18,-13.268041129947703,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.5399999999999996}",25,0,-72.36200704479977,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
461,False,"{'a': 0.2, 'e': 0.5389999999999996}",30,0,14.57608296310118,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
462,False,"{'a': 0.2, 'e': 0.5379999999999996}",25,0,-57.776960620461246,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
463,False,"{'a': 0.2, 'e': 0.5369999999999996}",30,0,-60.70188816434094,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
464,False,"{'a': 0.2, 'e': 0.5359999999999996}",25,0,-92.38402599745291,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
465,False,"{'a': 0.2, 'e': 0.5349999999999996}",20,3,1.281551609541184,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
466,False,"{'a': 0.2, 'e': 0.5339999999999996}",20,8,11.448133394768965,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.2, 'e': 0.5329999999999996}",30,0,-19.165737231336067,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
468,False,"{'a': 0.2, 'e': 0.5319999999999996}",25,0,-102.154885641658,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
469,False,"{'a': 0.2, 'e': 0.5309999999999996}",25,8,-51.90079655925773,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 0}",1
470,False,"{'a': 0.2, 'e': 0.5299999999999996}",25,18,-0.9493453689060722,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.2, 'e': 0.5289999999999996}",25,17,15.300089983776811,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.2, 'e': 0.5279999999999996}",25,7,-55.31095224103276,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
473,False,"{'a': 0.2, 'e': 0.5269999999999996}",20,3,-51.14563350173988,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
474,False,"{'a': 0.2, 'e': 0.5259999999999996}",20,13,-2.413563292470382,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.2, 'e': 0.5249999999999996}",20,2,-30.200445565739127,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
476,False,"{'a': 0.2, 'e': 0.5239999999999996}",20,11,-31.680203192369543,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
477,False,"{'a': 0.2, 'e': 0.5229999999999996}",20,0,-77.40540593703531,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
478,False,"{'a': 0.2, 'e': 0.5219999999999996}",20,6,-45.13314000209941,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
479,False,"{'a': 0.2, 'e': 0.5209999999999996}",20,0,-40.0386794567791,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
480,False,"{'a': 0.2, 'e': 0.5199999999999996}",25,20,10.35009267146417,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.2, 'e': 0.5189999999999996}",25,0,-27.804333599989416,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
482,False,"{'a': 0.2, 'e': 0.5179999999999996}",20,0,-73.89719498240088,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
483,False,"{'a': 0.2, 'e': 0.5169999999999996}",20,13,-11.68115406578771,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.2, 'e': 0.5159999999999996}",25,6,29.198689597388412,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.2, 'e': 0.5149999999999996}",20,9,5.083288782854961,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
486,False,"{'a': 0.2, 'e': 0.5139999999999996}",20,2,-66.68167609078827,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 0}",1
487,False,"{'a': 0.2, 'e': 0.5129999999999996}",20,0,4.583249281639365,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
488,False,"{'a': 0.2, 'e': 0.5119999999999996}",20,0,-37.86282590073279,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
489,False,"{'a': 0.2, 'e': 0.5109999999999996}",20,6,-48.01905567152265,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
490,False,"{'a': 0.2, 'e': 0.5099999999999996}",20,0,-57.074880639827526,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
491,False,"{'a': 0.2, 'e': 0.5089999999999996}",25,9,-15.128325383881595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
492,False,"{'a': 0.2, 'e': 0.5079999999999996}",20,0,-15.414881175328421,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
493,False,"{'a': 0.2, 'e': 0.5069999999999996}",30,0,20.700437732170503,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
494,False,"{'a': 0.2, 'e': 0.5059999999999996}",20,10,-10.459875391229197,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
495,False,"{'a': 0.2, 'e': 0.5049999999999996}",25,17,-9.32986407691335,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
496,False,"{'a': 0.2, 'e': 0.5039999999999996}",25,0,-39.353907421710005,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
497,False,"{'a': 0.2, 'e': 0.5029999999999996}",25,17,-9.380540858694966,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
498,False,"{'a': 0.2, 'e': 0.5019999999999996}",25,12,-36.65642995733985,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
499,False,"{'a': 0.2, 'e': 0.5009999999999996}",20,6,12.721641189329786,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.2, 'e': 0.49999999999999956}",30,13,-17.994443754355068,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
501,False,"{'a': 0.2, 'e': 0.49899999999999956}",20,2,-70.21975166093706,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
502,False,"{'a': 0.2, 'e': 0.49799999999999955}",30,0,-161.2759961461838,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
503,False,"{'a': 0.2, 'e': 0.49699999999999955}",20,0,-21.10271183459338,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
504,False,"{'a': 0.2, 'e': 0.49599999999999955}",20,12,-1.026091624769277,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.2, 'e': 0.49499999999999955}",20,16,4.490977004957988,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.2, 'e': 0.49399999999999955}",20,14,0.6639640986032194,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.2, 'e': 0.49299999999999955}",20,0,-24.699401320490786,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
508,False,"{'a': 0.2, 'e': 0.49199999999999955}",30,10,-173.8334315653153,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",1
509,False,"{'a': 0.2, 'e': 0.49099999999999955}",25,9,-36.06135276555004,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
510,False,"{'a': 0.2, 'e': 0.48999999999999955}",20,0,-40.61728335957021,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
511,False,"{'a': 0.2, 'e': 0.48899999999999955}",30,14,15.609296286905916,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.2, 'e': 0.48799999999999955}",20,0,-57.98360517570522,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
513,False,"{'a': 0.2, 'e': 0.48699999999999954}",30,0,-18.946804942991594,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
514,False,"{'a': 0.2, 'e': 0.48599999999999954}",30,0,-77.1313558440946,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
515,False,"{'a': 0.2, 'e': 0.48499999999999954}",20,11,-2.434197005074516,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.2, 'e': 0.48399999999999954}",30,14,-28.547569523674238,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
517,False,"{'a': 0.2, 'e': 0.48299999999999954}",25,0,15.864546317147258,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
518,False,"{'a': 0.2, 'e': 0.48199999999999954}",25,0,-45.79982807778034,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
519,False,"{'a': 0.2, 'e': 0.48099999999999954}",25,15,-21.919002040563214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
520,False,"{'a': 0.2, 'e': 0.47999999999999954}",30,10,-25.51715060305642,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
521,False,"{'a': 0.2, 'e': 0.47899999999999954}",25,0,-98.18794778012774,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
522,False,"{'a': 0.2, 'e': 0.47799999999999954}",20,15,8.558166157189342,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.2, 'e': 0.47699999999999954}",30,6,-33.08736677101659,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 0}",1
524,False,"{'a': 0.2, 'e': 0.47599999999999953}",20,14,8.867508411608608,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.2, 'e': 0.47499999999999953}",20,3,-53.6225282916811,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
526,False,"{'a': 0.2, 'e': 0.47399999999999953}",30,15,-8.960443480541343,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
527,False,"{'a': 0.2, 'e': 0.47299999999999953}",35,0,-92.49027351658782,"{0: 27, 1: 1, 2: 4, 3: 2, 4: 1}",0
528,False,"{'a': 0.2, 'e': 0.47199999999999953}",20,0,1.035020701919633,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
529,False,"{'a': 0.2, 'e': 0.47099999999999953}",30,18,-1.8885928966452201,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.2, 'e': 0.46999999999999953}",20,5,0.4766846495588273,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
531,False,"{'a': 0.2, 'e': 0.46899999999999953}",20,0,-23.083222261202692,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
532,False,"{'a': 0.2, 'e': 0.4679999999999995}",25,12,-35.92444826984458,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
533,False,"{'a': 0.2, 'e': 0.4669999999999995}",20,0,-77.38326347438823,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
534,False,"{'a': 0.2, 'e': 0.4659999999999995}",25,0,3.485398312820225,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
535,False,"{'a': 0.2, 'e': 0.4649999999999995}",20,5,-58.34100110447173,"{0: 8, 1: 2, 2: 4, 3: 1, 4: 0}",1
536,False,"{'a': 0.2, 'e': 0.4639999999999995}",20,0,-1.7312662351070098,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
537,False,"{'a': 0.2, 'e': 0.4629999999999995}",20,5,-26.348869646061726,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
538,False,"{'a': 0.2, 'e': 0.4619999999999995}",25,14,-11.077686232270592,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
539,False,"{'a': 0.2, 'e': 0.4609999999999995}",25,7,11.009908823071374,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.2, 'e': 0.4599999999999995}",25,0,-20.207975425614027,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
541,False,"{'a': 0.2, 'e': 0.4589999999999995}",25,11,7.932375687345197,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.2, 'e': 0.4579999999999995}",20,0,-92.44064186475202,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
543,False,"{'a': 0.2, 'e': 0.4569999999999995}",25,0,-150.78432847213176,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 4}",1
544,False,"{'a': 0.2, 'e': 0.4559999999999995}",30,0,-27.705387441723857,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
545,False,"{'a': 0.2, 'e': 0.4549999999999995}",25,0,27.45455315270796,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
546,False,"{'a': 0.2, 'e': 0.4539999999999995}",20,0,-57.55350870470394,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
547,False,"{'a': 0.2, 'e': 0.4529999999999995}",30,12,-87.59700236867214,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
548,False,"{'a': 0.2, 'e': 0.4519999999999995}",20,0,-45.835681246728946,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
549,False,"{'a': 0.2, 'e': 0.4509999999999995}",25,0,-54.65809694831656,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
550,False,"{'a': 0.2, 'e': 0.4499999999999995}",20,10,4.1845796131642,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
