trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
735,False,"{'a': 0.2, 'e': 0.26499999999999935}",30,6,-12.132710967456527,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
736,False,"{'a': 0.2, 'e': 0.26399999999999935}",25,19,3.5152243610308407,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.2, 'e': 0.26299999999999935}",25,10,-81.20798496673555,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 2}",1
738,False,"{'a': 0.2, 'e': 0.26199999999999934}",25,0,-58.25633324289197,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
739,False,"{'a': 0.2, 'e': 0.26099999999999934}",25,10,6.575108155241239,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.2, 'e': 0.25999999999999934}",20,9,9.562080987705688,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.2, 'e': 0.25899999999999934}",20,3,-20.969136410763152,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
742,False,"{'a': 0.2, 'e': 0.25799999999999934}",25,7,-1.9264441925437774,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
743,False,"{'a': 0.2, 'e': 0.25699999999999934}",25,15,2.97148263310527,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.2, 'e': 0.25599999999999934}",20,1,-2.1204717467780614,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
745,False,"{'a': 0.2, 'e': 0.25499999999999934}",20,13,12.54586272661001,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.2, 'e': 0.25399999999999934}",20,0,-14.963377480920952,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
747,False,"{'a': 0.2, 'e': 0.25299999999999934}",20,0,15.466385742172841,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
748,False,"{'a': 0.2, 'e': 0.25199999999999934}",20,0,-22.29717185183844,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
749,False,"{'a': 0.2, 'e': 0.25099999999999933}",25,0,-37.933484722732544,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
750,False,"{'a': 0.2, 'e': 0.24999999999999933}",30,10,23.610975334770494,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.2, 'e': 0.24899999999999933}",25,0,-13.079119395266195,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
752,False,"{'a': 0.2, 'e': 0.24799999999999933}",20,7,19.99170537366651,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.2, 'e': 0.24699999999999933}",20,12,-14.50126638675798,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
754,False,"{'a': 0.2, 'e': 0.24599999999999933}",20,9,-8.771062532267223,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
755,False,"{'a': 0.2, 'e': 0.24499999999999933}",30,16,-37.25582399955262,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
756,False,"{'a': 0.2, 'e': 0.24399999999999933}",20,13,14.072026991416111,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.2, 'e': 0.24299999999999933}",20,6,25.69016542051702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.2, 'e': 0.24199999999999933}",20,9,-20.754224018756712,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.2, 'e': 0.24099999999999933}",20,5,21.97367398342932,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.2, 'e': 0.23999999999999932}",20,11,16.277307461445695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.2, 'e': 0.23899999999999932}",20,10,-7.9140147512371986,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
762,False,"{'a': 0.2, 'e': 0.23799999999999932}",30,18,10.292718900588525,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.2, 'e': 0.23699999999999932}",30,10,24.966701412610508,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.2, 'e': 0.23599999999999932}",30,11,29.77566366655133,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.2, 'e': 0.23499999999999932}",25,0,8.459328687601452,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
766,False,"{'a': 0.2, 'e': 0.23399999999999932}",30,11,22.268249842426652,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.2, 'e': 0.23299999999999932}",30,15,3.6091435096674345,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
768,False,"{'a': 0.2, 'e': 0.23199999999999932}",20,10,3.9907775956461595,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.2, 'e': 0.23099999999999932}",25,10,2.527139327798033,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
770,False,"{'a': 0.2, 'e': 0.22999999999999932}",25,18,13.621670918321527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.2, 'e': 0.22899999999999932}",30,7,-13.911519403364238,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
772,False,"{'a': 0.2, 'e': 0.22799999999999931}",20,0,27.202340587089395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
773,False,"{'a': 0.2, 'e': 0.2269999999999993}",20,3,6.241460159174163,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
774,False,"{'a': 0.2, 'e': 0.2259999999999993}",20,0,26.369013779467227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
775,False,"{'a': 0.2, 'e': 0.2249999999999993}",30,23,5.806469132016831,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.2, 'e': 0.2239999999999993}",20,10,6.118057037885619,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.2, 'e': 0.2229999999999993}",20,15,4.549824609905339,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.2, 'e': 0.2219999999999993}",20,0,5.428740380040423,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
779,False,"{'a': 0.2, 'e': 0.2209999999999993}",20,13,16.38880770561168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.2, 'e': 0.2199999999999993}",30,7,-9.267802037549416,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 0}",1
781,False,"{'a': 0.2, 'e': 0.2189999999999993}",25,4,-3.226328683215705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
782,False,"{'a': 0.2, 'e': 0.2179999999999993}",20,13,11.782950342936616,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.2, 'e': 0.2169999999999993}",30,20,16.416894736574687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.2, 'e': 0.2159999999999993}",20,8,-4.433075693597104,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
785,False,"{'a': 0.2, 'e': 0.2149999999999993}",25,7,-10.625508309796242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
786,False,"{'a': 0.2, 'e': 0.2139999999999993}",35,19,-21.5716488661023,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
787,False,"{'a': 0.2, 'e': 0.2129999999999993}",20,11,5.6439343764245695,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.2, 'e': 0.2119999999999993}",30,19,10.850276292975767,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.2, 'e': 0.2109999999999993}",30,14,31.79277716166429,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.2, 'e': 0.2099999999999993}",20,0,23.418123186898736,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
791,False,"{'a': 0.2, 'e': 0.2089999999999993}",35,26,-0.27440943436024745,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.2, 'e': 0.2079999999999993}",20,6,23.657696601640517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.2, 'e': 0.2069999999999993}",25,18,-18.983020008057963,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
794,False,"{'a': 0.2, 'e': 0.2059999999999993}",20,7,13.677240368574985,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.2, 'e': 0.2049999999999993}",20,2,4.961499709670091,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
796,False,"{'a': 0.2, 'e': 0.2039999999999993}",30,18,7.521392967484309,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
797,False,"{'a': 0.2, 'e': 0.2029999999999993}",20,4,25.919313006726696,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.2, 'e': 0.2019999999999993}",20,16,9.520466073021105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.2, 'e': 0.2009999999999993}",25,2,15.452994026286069,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
800,False,"{'a': 0.2, 'e': 0.1999999999999993}",20,11,11.390146143233249,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.2, 'e': 0.1989999999999993}",35,17,-23.398824962431366,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
802,False,"{'a': 0.2, 'e': 0.1979999999999993}",25,13,20.856066116790437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.2, 'e': 0.1969999999999993}",35,24,-4.892898404992226,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
804,False,"{'a': 0.2, 'e': 0.19599999999999929}",25,18,10.487571411752182,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.2, 'e': 0.19499999999999929}",25,0,37.60785689461048,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
806,False,"{'a': 0.2, 'e': 0.19399999999999928}",20,11,-1.4095716486437608,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.2, 'e': 0.19299999999999928}",25,4,-35.54126584306256,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 1}",1
808,False,"{'a': 0.2, 'e': 0.19199999999999928}",25,16,10.568804696481294,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
809,False,"{'a': 0.2, 'e': 0.19099999999999928}",20,16,9.306897089192812,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.2, 'e': 0.18999999999999928}",25,15,-30.178775536912013,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
811,False,"{'a': 0.2, 'e': 0.18899999999999928}",20,12,-6.680848581074289,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
812,False,"{'a': 0.2, 'e': 0.18799999999999928}",20,11,14.63588914477069,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.2, 'e': 0.18699999999999928}",35,23,20.865095560609408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.2, 'e': 0.18599999999999928}",35,22,-25.064397318256656,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
815,False,"{'a': 0.2, 'e': 0.18499999999999928}",25,4,38.39965900800488,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.2, 'e': 0.18399999999999928}",25,6,36.487030688303456,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.2, 'e': 0.18299999999999927}",25,16,13.738910307918399,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.2, 'e': 0.18199999999999927}",20,2,20.041944650612383,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.2, 'e': 0.18099999999999927}",20,8,19.076849301285865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.2, 'e': 0.17999999999999927}",20,4,26.0223916927079,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.2, 'e': 0.17899999999999927}",20,2,26.193159700035636,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.2, 'e': 0.17799999999999927}",20,0,-10.148672783599064,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
823,False,"{'a': 0.2, 'e': 0.17699999999999927}",30,6,26.132616214165733,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
824,False,"{'a': 0.2, 'e': 0.17599999999999927}",20,0,-24.82536553848673,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
825,False,"{'a': 0.2, 'e': 0.17499999999999927}",30,2,8.364281370210902,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
826,False,"{'a': 0.2, 'e': 0.17399999999999927}",35,9,3.757799699213432,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
827,False,"{'a': 0.2, 'e': 0.17299999999999927}",25,7,18.406849482527043,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
828,False,"{'a': 0.2, 'e': 0.17199999999999926}",20,10,9.38737623933783,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.2, 'e': 0.17099999999999926}",25,2,-82.15926244729427,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 2}",1
830,False,"{'a': 0.2, 'e': 0.16999999999999926}",25,1,16.6764583115669,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
831,False,"{'a': 0.2, 'e': 0.16899999999999926}",25,13,-11.784337626089126,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
832,False,"{'a': 0.2, 'e': 0.16799999999999926}",25,18,3.288940129959156,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.2, 'e': 0.16699999999999926}",20,12,6.277816141175817,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.2, 'e': 0.16599999999999926}",20,9,7.943208872621701,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
835,False,"{'a': 0.2, 'e': 0.16499999999999926}",20,12,-9.90763805313639,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
836,False,"{'a': 0.2, 'e': 0.16399999999999926}",20,5,14.27336445911862,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.2, 'e': 0.16299999999999926}",20,16,7.701577646535649,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.2, 'e': 0.16199999999999926}",20,12,17.150944338654465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.2, 'e': 0.16099999999999925}",20,7,-21.248692509849224,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
840,False,"{'a': 0.2, 'e': 0.15999999999999925}",20,0,17.43942084498394,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
841,False,"{'a': 0.2, 'e': 0.15899999999999925}",20,2,10.406997317619304,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.2, 'e': 0.15799999999999925}",20,0,30.326853471178122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.2, 'e': 0.15699999999999925}",20,11,18.544088308893762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.2, 'e': 0.15599999999999925}",20,15,8.121475219263532,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.2, 'e': 0.15499999999999925}",25,8,27.805618732599502,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.2, 'e': 0.15399999999999925}",35,16,36.28378914064217,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.2, 'e': 0.15299999999999925}",20,0,17.622088595480427,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
848,False,"{'a': 0.2, 'e': 0.15199999999999925}",20,0,7.748607410734333,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
849,False,"{'a': 0.2, 'e': 0.15099999999999925}",20,13,12.736185301911554,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.2, 'e': 0.14999999999999925}",25,3,-4.175360507437822,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
851,False,"{'a': 0.2, 'e': 0.14899999999999924}",25,8,22.27262625257161,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.2, 'e': 0.14799999999999924}",30,20,-20.264226158854434,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
853,False,"{'a': 0.2, 'e': 0.14699999999999924}",20,14,-33.34244284563687,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
854,False,"{'a': 0.2, 'e': 0.14599999999999924}",20,9,18.135757857323743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.2, 'e': 0.14499999999999924}",30,13,31.16849165828238,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.2, 'e': 0.14399999999999924}",25,17,13.323656086954237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.2, 'e': 0.14299999999999924}",20,14,8.903305106343778,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.2, 'e': 0.14199999999999924}",20,0,12.622556877737846,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
859,False,"{'a': 0.2, 'e': 0.14099999999999924}",30,19,21.479088407444536,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.2, 'e': 0.13999999999999924}",25,13,11.325282069874566,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.2, 'e': 0.13899999999999924}",25,14,17.8099452454687,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.2, 'e': 0.13799999999999923}",35,19,26.406468899209077,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.2, 'e': 0.13699999999999923}",25,7,18.009221752338693,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.2, 'e': 0.13599999999999923}",20,5,-8.106140914336637,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
865,False,"{'a': 0.2, 'e': 0.13499999999999923}",20,3,14.443073755639743,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.2, 'e': 0.13399999999999923}",25,14,6.128099523594919,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
867,False,"{'a': 0.2, 'e': 0.13299999999999923}",25,18,13.525964956073404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.2, 'e': 0.13199999999999923}",30,18,7.880250159117048,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
869,False,"{'a': 0.2, 'e': 0.13099999999999923}",25,18,0.38453390222346817,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
870,False,"{'a': 0.2, 'e': 0.12999999999999923}",25,0,-29.239885631308926,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
871,False,"{'a': 0.2, 'e': 0.12899999999999923}",20,0,-12.434783514314006,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
872,False,"{'a': 0.2, 'e': 0.12799999999999923}",25,20,10.912439871095305,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.2, 'e': 0.12699999999999922}",30,18,6.609911939663358,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
874,False,"{'a': 0.2, 'e': 0.12599999999999922}",20,8,20.385717750171327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.2, 'e': 0.12499999999999922}",20,6,-12.190478476798944,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
876,False,"{'a': 0.2, 'e': 0.12399999999999922}",25,0,10.899923721829248,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
877,False,"{'a': 0.2, 'e': 0.12299999999999922}",20,3,24.06596470181276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.2, 'e': 0.12199999999999922}",25,13,19.48272198546641,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.2, 'e': 0.12099999999999922}",30,10,11.128346864344005,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.2, 'e': 0.11999999999999922}",20,10,6.220199396890026,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
881,False,"{'a': 0.2, 'e': 0.11899999999999922}",20,8,23.736608583446856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.2, 'e': 0.11799999999999922}",25,0,28.98244887916446,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
883,False,"{'a': 0.2, 'e': 0.11699999999999922}",30,12,31.00522248279466,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.2, 'e': 0.11599999999999921}",25,18,11.034630766105083,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.2, 'e': 0.11499999999999921}",25,8,5.76626796581373,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
886,False,"{'a': 0.2, 'e': 0.11399999999999921}",20,1,16.017436134044445,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
887,False,"{'a': 0.2, 'e': 0.11299999999999921}",25,0,17.61690174157094,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
888,False,"{'a': 0.2, 'e': 0.11199999999999921}",25,11,25.06364429053601,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.2, 'e': 0.11099999999999921}",30,14,2.558383528988429,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
890,False,"{'a': 0.2, 'e': 0.10999999999999921}",30,12,26.208669255750408,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.2, 'e': 0.10899999999999921}",20,11,-0.7298525061699013,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
892,False,"{'a': 0.2, 'e': 0.10799999999999921}",20,0,23.772900435118657,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
893,False,"{'a': 0.2, 'e': 0.1069999999999992}",25,19,2.5276023860738155,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.2, 'e': 0.1059999999999992}",25,15,17.377647465544037,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.2, 'e': 0.1049999999999992}",20,0,22.904169681656636,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
896,False,"{'a': 0.2, 'e': 0.1039999999999992}",20,13,13.289688391943468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.2, 'e': 0.1029999999999992}",20,8,21.073720778004184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.2, 'e': 0.1019999999999992}",25,17,14.325246531169432,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.2, 'e': 0.1009999999999992}",20,15,9.520001801403758,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.2, 'e': 0.0999999999999992}",20,0,27.98731230322788,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
901,False,"{'a': 0.2, 'e': 0.0989999999999992}",30,10,26.036318770140188,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.2, 'e': 0.0979999999999992}",25,14,18.954696341811086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.2, 'e': 0.0969999999999992}",20,0,27.20492337113173,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
904,False,"{'a': 0.2, 'e': 0.0959999999999992}",20,12,2.779649746943689,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.2, 'e': 0.0949999999999992}",25,18,12.211446007217324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.2, 'e': 0.0939999999999992}",20,0,22.213531294898946,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
907,False,"{'a': 0.2, 'e': 0.0929999999999992}",25,13,9.76044645782014,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
908,False,"{'a': 0.2, 'e': 0.0919999999999992}",25,20,8.957172017655802,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.2, 'e': 0.09099999999999919}",25,14,20.23271527350362,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.2, 'e': 0.08999999999999919}",25,9,29.532591140852222,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.2, 'e': 0.08899999999999919}",30,14,26.94351958970145,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.2, 'e': 0.08799999999999919}",25,19,9.648606861560879,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.2, 'e': 0.08699999999999919}",25,4,14.30553771638223,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.2, 'e': 0.08599999999999919}",25,11,12.937173263829681,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.2, 'e': 0.08499999999999919}",25,19,12.278253276132233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.2, 'e': 0.08399999999999919}",20,13,15.824667745176194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.2, 'e': 0.08299999999999919}",25,13,5.855600825774573,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
918,False,"{'a': 0.2, 'e': 0.08199999999999918}",25,8,-15.023645324349168,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
919,False,"{'a': 0.2, 'e': 0.08099999999999918}",20,12,15.532072903270368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
